BHK,Rent,Size,Area Type,City,Furnishing Status,Tenant Preferred,Bathroom,floor_number,total_floors
2,25000,1350,2,0,1,1,2,12,13
2,9500,600,2,0,1,1,2,2,3
2,90000,950,1,0,2,1,2,4,5
2,24000,777,1,0,1,2,2,4,8
3,15000,1200,1,0,1,1,2,2,4
2,22000,1600,2,0,0,1,3,0,2
3,34000,1500,1,0,1,0,3,14,20
2,12500,570,2,0,1,1,2,1,3
3,28000,1800,1,0,1,1,3,18,19
2,12000,1100,2,0,1,1,1,1,3
1,8000,400,2,0,2,1,1,0,2
1,7500,750,1,0,1,1,1,1,1
2,34000,1400,1,0,0,0,2,5,5
3,32000,1789,2,0,1,2,3,8,13
2,14500,650,1,0,1,1,1,1,2
2,16000,1200,2,0,1,1,2,2,4
1,7500,460,2,0,1,1,1,3,4
2,7500,500,1,0,1,1,1,1,2
2,19500,1080,1,0,1,2,2,0,2
3,75000,2000,1,0,0,0,2,1,5
2,16500,1100,2,0,1,1,2,2,3
2,14500,1025,2,0,2,0,2,8,9
2,16000,650,1,0,2,1,2,0,3
2,8000,800,2,0,1,1,1,1,3
2,21000,1100,1,0,0,0,2,3,4
3,30000,1300,1,0,1,0,3,2,4
3,65000,2000,2,0,1,0,3,3,6
2,10000,600,2,0,1,1,2,2,4
2,12000,630,2,0,0,1,2,3,5
2,9000,550,2,0,2,1,2,0,2
2,22000,1025,2,0,1,2,2,3,3
1,10000,500,1,0,1,0,1,1,4
3,48000,1286,1,0,1,0,3,8,16
1,11000,800,2,0,1,1,1,0,4
2,11000,900,2,0,1,1,2,1,3
3,40000,1618,2,0,1,1,3,2,4
1,10000,500,2,0,1,1,1,2,5
1,6500,450,1,0,1,1,1,0,2
2,18000,850,2,0,1,1,2,3,4
3,22000,1374,2,0,1,2,2,0,16
3,28000,1600,2,0,1,1,3,2,4
1,6200,400,2,0,1,1,1,2,3
2,5500,800,2,0,2,1,1,1,4
3,50000,1580,1,0,2,0,3,3,3
2,12000,700,1,0,1,1,1,0,2
2,11500,700,2,0,1,1,1,0,2
1,16000,550,1,0,1,1,1,1,7
1,11000,450,1,0,1,1,1,4,4
1,9000,400,2,0,1,0,1,1,1
1,6000,650,2,0,1,1,1,0,3
2,12000,700,2,0,1,1,2,1,4
2,16000,1333,2,0,2,0,2,2,4
3,35000,1500,1,0,1,1,2,1,4
1,9000,425,1,0,1,1,1,2,5
1,8000,300,2,0,2,1,1,0,3
2,13500,650,1,0,2,2,2,2,3
2,14000,800,2,0,1,2,2,0,2
2,14000,1200,1,0,1,2,2,2,3
1,4700,500,2,0,2,1,1,1,4
2,17000,1000,2,0,1,1,2,3,4
2,11000,600,2,0,1,1,2,1,3
1,12000,600,2,0,1,1,1,2,3
3,30000,1875,2,0,1,1,2,3,3
2,12000,1000,2,0,1,1,2,0,4
3,21000,1300,2,0,0,1,2,3,3
1,6000,350,2,0,2,1,1,3,4
2,18500,900,2,0,2,1,2,2,3
1,4750,200,1,0,1,1,1,2,2
2,15000,700,2,0,1,1,2,1,5
2,17600,1000,1,0,1,0,2,1,4
3,35000,1700,1,0,1,1,3,10,13
2,8000,600,2,0,1,1,1,2,3
1,7000,650,2,0,1,1,1,2,5
2,15000,750,2,0,1,1,1,0,2
3,30000,1750,2,0,1,1,3,1,3
3,100000,1950,1,0,1,1,3,3,3
2,18000,1065,1,0,1,1,2,2,5
2,8000,600,2,0,1,1,1,0,1
2,9000,600,2,0,1,1,1,2,4
1,6000,500,2,0,2,1,1,0,2
2,7500,600,2,0,1,1,1,0,2
1,15000,600,1,0,1,1,1,5,5
2,10000,900,1,0,1,1,1,1,1
2,14000,500,2,0,1,1,2,0,3
1,7000,600,2,0,2,1,1,2,3
3,60000,1710,1,0,2,1,3,6,18
1,6000,600,2,0,2,0,1,3,4
3,17000,1100,1,0,1,1,2,1,3
2,15000,920,2,0,1,1,2,4,4
1,8200,750,2,0,1,1,1,2,4
1,8500,300,2,0,1,1,1,2,3
3,20000,1660,1,0,1,1,2,1,3
1,8000,400,2,0,1,1,1,2,3
2,20000,300,2,0,1,1,1,1,3
1,11500,300,1,0,2,0,1,1,2
3,30000,2000,1,0,0,1,2,3,3
3,22000,1200,1,0,1,0,3,4,4
1,6500,300,2,0,1,1,1,2,3
1,6500,700,2,0,2,1,1,0,1
2,16000,850,2,0,1,1,3,0,2
1,24000,700,1,0,0,1,1,7,7
1,15000,455,1,0,1,1,1,2,4
2,18000,1000,1,0,1,1,2,0,4
1,8500,600,2,0,1,1,1,1,2
1,4000,250,2,0,2,1,1,0,2
1,5000,400,2,0,2,1,1,1,2
2,22000,1200,1,0,1,1,2,3,5
1,12000,500,1,0,1,0,1,2,5
1,9000,350,2,0,2,1,1,2,3
2,7500,1100,2,0,1,1,2,0,3
2,30000,1650,2,0,2,1,3,2,3
4,14000,1000,2,0,1,1,2,0,4
2,9250,500,2,0,1,1,1,2,3
1,13000,700,2,0,1,1,2,1,5
2,12000,1200,2,0,2,1,2,0,5
1,12000,600,2,0,2,1,1,1,2
2,10000,925,2,0,2,1,2,2,5
3,60000,2400,1,0,1,0,3,0,8
3,35000,1500,1,0,1,1,3,1,9
2,12000,600,2,0,2,1,2,0,4
1,14000,435,1,0,1,1,1,3,5
1,8000,650,1,0,1,1,1,0,1
2,11000,700,1,0,1,1,2,0,2
2,20000,890,1,0,1,1,2,5,12
1,12500,600,2,0,0,1,1,3,4
2,35000,1250,1,0,1,1,2,3,4
3,26000,1350,1,0,1,1,2,2,5
3,85000,2600,1,0,1,2,4,8,18
1,14000,440,1,0,1,1,1,2,5
2,22000,1150,1,0,1,1,2,1,4
1,7000,450,2,0,1,1,1,2,4
2,16000,1150,2,0,0,1,2,3,5
2,11000,600,1,0,2,0,1,2,5
2,20000,980,1,0,1,2,2,4,12
3,60000,1850,1,0,0,1,3,3,3
2,5000,625,1,0,1,1,2,1,3
1,4000,100,2,0,1,1,2,2,3
2,15000,1200,1,0,1,1,1,1,1
3,18000,1200,1,0,1,1,2,0,4
2,12000,1080,1,0,1,0,1,1,2
1,8500,700,2,0,1,1,1,1,3
2,11000,800,2,0,2,1,2,0,1
3,42000,1880,2,0,1,2,2,14,14
2,25000,1305,2,0,1,1,2,1,8
1,8500,600,2,0,1,1,1,3,5
2,12500,950,2,0,1,1,2,2,8
2,18000,1188,2,0,2,1,2,0,4
1,6000,500,2,0,2,1,1,2,3
2,9000,875,2,0,1,1,2,0,1
3,54000,2100,1,0,2,0,3,3,4
3,22000,1200,2,0,0,1,2,2,4
1,7000,600,2,0,1,1,1,1,3
2,28000,1150,1,0,1,2,2,1,2
3,55000,1788,1,0,1,2,3,0,1
2,19000,1250,2,0,1,1,2,3,3
1,11000,600,1,0,1,1,1,4,5
3,18000,1600,2,0,1,1,2,2,4
3,70000,1520,1,0,1,1,4,23,25
1,12000,550,1,0,1,0,1,1,3
2,18000,1100,2,0,1,1,2,2,4
2,30000,1100,1,0,1,1,2,2,5
2,10000,1100,2,0,1,1,2,0,3
1,6000,400,2,0,2,1,1,1,3
1,4500,300,2,0,1,1,1,3,3
1,8000,500,2,0,1,1,1,0,3
2,20000,1100,1,0,0,0,2,3,4
2,17500,1000,1,0,2,2,2,1,3
2,22000,850,2,0,1,1,2,0,4
2,17000,1020,2,0,1,1,2,2,5
2,22000,1250,2,0,2,0,2,1,1
3,24000,1400,2,0,1,1,3,2,4
1,12000,600,2,0,2,1,1,1,3
1,4500,200,2,0,2,1,1,4,5
1,5000,300,2,0,2,1,1,0,3
1,6000,400,2,0,0,1,1,1,3
1,11000,450,2,0,1,1,1,3,4
2,20000,1180,2,0,1,1,2,1,4
3,35000,1460,1,0,2,0,3,6,12
3,24000,1464,1,0,1,1,3,2,5
2,10000,700,1,0,1,0,2,-1,1
2,16000,680,1,0,1,1,2,1,10
3,100000,2750,1,0,1,0,4,5,9
2,14000,800,2,0,1,1,1,0,2
2,7500,600,1,0,2,0,1,3,4
3,16000,1200,1,0,2,0,3,1,4
4,65000,3200,1,0,1,1,3,18,19
2,18000,1800,2,0,1,1,2,1,3
1,8000,500,2,0,0,1,1,2,2
2,11000,1200,2,0,2,1,2,0,2
1,8000,750,2,0,2,1,1,1,3
1,13000,700,2,0,1,1,2,1,5
2,30000,1000,1,0,2,0,2,12,23
2,14000,800,2,2,1,1,2,1,3
1,20000,200,2,2,0,0,1,0,2
3,80000,1800,1,2,1,1,3,1,3
1,9500,400,1,2,2,1,1,2,4
3,14000,600,1,2,2,0,3,2,4
3,65000,1550,1,2,1,0,3,1,3
2,18500,650,1,2,2,0,2,2,4
2,40000,850,1,2,2,1,2,2,4
4,90000,2000,1,2,2,0,4,0,4
1,3500,180,2,2,2,1,1,0,2
3,25000,140,1,2,1,0,2,0,3
1,9000,450,1,2,1,1,1,1,4
3,90000,2500,1,2,1,1,3,1,3
1,22000,720,1,2,2,1,1,3,3
2,12000,400,1,2,2,0,1,2,4
2,11000,450,1,2,2,0,1,1,4
1,20000,250,1,2,1,1,1,1,1
2,11000,550,1,2,2,0,2,3,5
2,10000,450,1,2,2,1,1,3,4
3,60000,2500,1,2,2,0,3,2,3
2,16000,100,2,2,2,0,2,3,3
1,16000,400,1,2,0,0,1,2,3
2,12000,750,1,2,1,0,2,1,3
1,8000,400,1,2,1,1,1,1,4
3,14000,1100,1,2,1,1,2,0,3
1,14900,450,1,2,0,1,1,0,5
2,15000,850,1,2,2,1,2,3,3
3,10000,600,1,2,1,1,1,3,4
2,40000,750,1,2,2,1,2,1,4
1,9000,500,1,2,1,0,1,1,4
1,7000,350,1,2,1,1,1,2,4
2,13500,623,1,2,0,1,1,2,3
3,95000,2400,1,2,1,0,3,3,4
1,20000,75,1,2,2,1,1,2,4
2,7500,450,1,2,1,1,1,1,5
2,9000,445,1,2,2,1,2,4,4
3,80000,300,1,2,0,0,3,1,3
3,50000,1670,2,2,1,1,3,3,4
1,13000,550,1,2,1,0,1,1,4
1,12000,350,1,2,1,0,1,4,4
2,16000,650,1,2,1,1,2,2,4
2,13000,70,2,2,1,1,1,1,3
2,29000,100,1,2,1,1,2,1,3
3,18000,800,2,2,2,1,1,2,3
2,8500,60,2,2,2,1,1,2,2
3,27000,2000,1,2,1,1,2,1,3
2,18000,600,1,2,2,1,2,1,4
1,11500,450,1,2,1,0,1,3,4
2,80000,2200,1,2,2,0,3,1,4
2,15500,600,1,2,2,0,2,1,4
4,55000,2000,1,2,1,1,3,2,4
2,20000,800,2,2,1,1,2,3,4
3,35000,170,1,2,2,1,2,4,4
2,38000,150,1,2,2,1,2,0,4
2,16000,650,1,2,2,1,2,3,4
3,50000,1250,1,2,1,1,3,2,4
1,9500,600,2,2,1,1,2,2,4
4,90000,2100,1,2,1,1,4,3,3
1,10000,450,2,2,2,0,1,3,4
2,25000,100,1,2,2,0,2,2,4
1,30000,650,2,2,0,1,1,3,4
2,12000,48,2,2,2,1,2,1,3
2,16500,550,1,2,1,1,2,4,4
1,4500,240,2,2,2,1,1,1,2
2,30000,700,1,2,1,0,2,3,3
1,12000,48,2,2,1,1,1,1,2
2,23000,100,2,2,2,1,2,0,3
3,70000,1901,2,2,1,1,3,9,11
1,5500,50,1,2,2,1,1,1,4
3,35000,1300,1,2,1,0,3,3,4
2,9000,145,2,2,2,1,2,1,3
2,22000,800,1,2,2,1,3,2,3
3,35000,1100,2,2,1,1,4,1,3
1,12000,450,2,2,1,1,1,2,2
2,6000,300,1,2,2,1,1,3,4
2,22000,1040,1,2,1,0,3,1,2
1,5000,25,1,2,2,1,1,2,5
2,20500,900,2,2,1,1,2,0,9
2,7500,1100,2,2,2,1,1,3,4
2,5500,380,2,2,2,1,2,1,1
3,25000,450,1,2,1,0,2,2,2
1,13000,550,1,2,1,0,1,3,4
1,5000,180,2,2,1,1,1,0,3
3,40000,1650,1,2,1,1,2,1,3
1,12500,250,2,2,0,1,1,1,5
1,6000,400,1,2,2,1,1,0,5
2,15500,900,1,2,1,1,2,0,3
3,75000,1900,2,2,0,1,3,2,3
3,36000,892,1,2,2,1,2,2,4
1,13000,400,1,2,1,0,1,0,4
3,45000,100,1,2,2,0,2,1,2
2,2000,60,2,2,2,1,1,1,1
2,28000,80,2,2,1,1,2,1,5
2,9000,450,1,2,1,1,1,2,4
1,12000,520,1,2,1,1,1,3,4
1,13000,350,2,2,0,1,1,1,5
2,11000,600,1,2,1,0,2,2,3
3,35000,950,1,2,0,0,2,1,4
2,10000,450,1,2,1,1,1,1,4
1,20000,450,1,2,1,0,1,1,4
2,25000,850,1,2,1,0,2,2,4
1,8000,200,1,2,2,0,1,3,4
3,36000,1500,1,2,1,1,3,2,3
2,12000,700,2,2,2,1,2,0,4
1,8500,530,2,2,2,1,1,0,3
3,17000,800,1,2,2,0,2,2,4
1,7500,45,2,2,1,1,1,1,5
1,16000,900,2,2,0,1,1,3,4
1,9000,450,2,2,2,1,1,1,4
2,8000,650,2,2,2,1,1,1,4
2,45000,900,2,2,0,1,2,2,4
2,27000,900,1,2,0,1,2,4,4
2,14000,120,2,2,1,1,2,1,4
2,14000,600,1,2,2,0,2,2,4
2,14000,615,1,2,2,1,2,2,4
1,7500,225,1,2,1,1,1,0,2
1,10000,800,1,2,2,0,1,1,4
1,7000,400,1,2,1,0,1,4,4
1,25000,800,2,2,0,1,2,4,5
2,9000,60,2,2,1,1,1,1,3
3,22000,1000,2,2,2,1,2,1,24
3,10000,75,2,2,2,1,1,4,5
3,11000,800,2,2,2,1,2,1,4
1,12500,200,2,2,0,1,1,3,3
3,15000,800,1,2,2,0,2,2,4
2,35000,80,2,2,2,1,2,1,3
2,35000,900,2,2,2,2,2,2,4
2,52000,1125,2,2,0,1,2,2,5
3,15000,900,2,2,2,1,2,3,4
2,32000,1100,1,2,2,0,2,3,3
1,11500,400,1,2,2,1,1,2,4
3,45000,713,1,2,0,1,3,1,1
2,16000,700,1,2,2,0,1,4,4
2,20000,1000,1,2,1,1,2,2,3
1,7000,54,2,2,1,1,1,3,5
3,85000,200,1,2,2,0,3,3,3
1,15000,200,2,2,0,1,1,4,4
2,22000,800,2,2,0,1,2,3,3
2,32000,1000,2,2,2,1,2,1,3
2,20000,500,1,2,1,0,2,4,4
1,35000,300,2,2,1,1,1,3,5
2,35000,900,1,2,2,1,2,0,4
3,65000,240,1,2,2,1,3,1,4
2,15000,650,1,2,1,1,2,0,3
3,12000,950,1,2,1,0,2,3,5
1,8000,500,2,2,1,1,1,0,3
1,11000,500,2,2,1,1,1,2,5
2,12000,450,2,2,1,1,2,4,4
2,24000,150,2,2,1,1,1,1,2
1,20000,400,1,2,0,1,1,3,4
3,16000,100,2,2,0,1,2,3,4
1,15000,400,1,2,1,1,1,3,4
2,28500,900,1,2,1,1,2,0,4
3,30000,1350,2,2,1,2,3,1,7
1,16000,500,2,2,1,1,1,1,4
3,80000,1700,1,2,0,0,3,1,4
1,11000,400,1,2,2,1,1,2,4
2,21000,110,2,2,1,1,1,2,3
3,10500,1200,2,2,1,1,2,1,4
2,15000,50,1,2,1,1,2,2,4
3,16000,100,2,2,1,1,2,2,3
2,45000,1000,2,2,0,1,2,2,3
1,6000,63,2,2,0,1,1,4,4
3,40000,1800,2,2,1,1,2,0,3
2,36000,1440,1,2,1,0,2,2,3
2,12000,55,2,2,2,1,2,0,4
3,45000,1500,1,2,2,0,3,1,12
2,20000,400,2,2,2,1,1,0,1
3,10000,100,1,2,0,1,2,1,4
2,5000,500,2,2,2,1,1,1,3
2,8000,100,2,2,2,1,2,0,3
2,13000,455,2,2,2,1,1,1,4
2,15000,80,1,2,1,1,1,3,4
2,7500,450,2,2,2,1,1,0,2
1,6000,400,2,2,2,1,1,0,1
4,100000,300,2,2,2,1,4,1,3
2,12000,700,2,2,1,1,2,2,3
2,10000,600,2,2,1,1,2,4,5
2,10000,800,2,2,1,1,2,2,3
2,12000,950,2,2,2,1,2,2,3
2,15000,450,2,2,1,1,1,4,4
1,10000,450,1,2,2,1,1,1,3
2,12000,68,2,2,2,1,1,3,5
2,14500,850,1,2,2,1,2,2,4
2,18500,1000,2,2,1,1,2,3,4
1,24000,600,1,2,0,0,1,4,4
2,11000,65,2,2,2,1,1,0,4
3,52000,1700,1,2,1,0,3,1,1
3,70000,1800,1,2,1,1,3,0,4
2,12000,1000,2,2,1,1,1,3,4
2,22000,900,1,2,1,0,2,2,4
2,20000,75,2,2,2,1,2,1,3
3,45000,200,1,2,1,0,3,1,4
1,8000,200,1,2,2,0,1,2,4
1,8000,200,1,2,2,0,1,2,4
2,9500,450,1,2,1,1,1,3,4
2,25000,750,1,2,0,0,2,1,4
2,12000,400,1,2,2,0,1,1,4
2,24000,84,1,2,1,0,2,1,4
2,27000,90,2,2,2,1,2,2,3
2,18000,90,2,2,1,1,2,2,4
2,17000,500,2,2,1,1,2,1,3
2,15000,75,2,2,2,1,2,4,5
1,13000,512,1,2,0,1,1,1,3
3,70000,1500,1,2,1,0,3,1,3
1,14000,446,2,2,2,1,1,2,4
3,32000,1100,2,2,1,1,2,4,5
1,4000,125,2,2,2,1,1,1,2
3,100000,1800,2,2,0,1,3,3,5
3,20000,1300,2,2,2,1,2,1,4
3,30000,2000,2,2,1,2,2,7,10
3,19500,125,2,2,2,0,2,1,4
2,18000,730,1,2,2,1,2,2,3
2,25000,160,1,2,1,1,2,3,3
2,18000,1000,2,2,2,1,2,0,2
1,10000,450,2,2,0,1,1,1,5
2,12000,75,2,2,0,1,2,2,4
3,25000,2000,2,2,1,0,3,1,3
4,40000,2400,2,2,2,0,3,4,4
2,30000,1800,2,2,1,0,2,0,2
3,29000,1800,2,2,2,2,3,0,3
3,35000,2200,2,2,2,1,3,2,4
3,21000,2200,1,2,1,1,2,0,2
3,31000,900,1,2,1,1,2,3,4
2,8000,75,2,2,2,1,1,2,4
2,15500,75,2,2,1,1,2,2,4
3,32000,1800,1,2,1,1,3,3,4
3,30000,160,1,2,1,1,3,2,4
4,42000,2700,1,2,1,0,4,2,4
3,20500,1050,1,2,0,1,2,3,4
3,60000,1800,2,2,0,1,3,2,3
2,95000,2700,2,2,0,1,2,1,3
1,16000,499,1,2,1,2,1,2,3
1,8500,450,1,2,2,0,1,3,4
1,14000,60,2,2,2,1,1,3,4
2,8000,130,2,2,2,1,1,0,3
3,12500,650,2,2,1,1,1,3,4
2,14000,100,2,2,2,1,1,3,4
2,6000,45,2,2,2,1,1,2,3
2,10000,600,2,2,2,1,2,2,3
3,15000,800,2,2,2,1,1,0,4
3,8000,1500,1,2,2,1,3,1,1
1,10000,30,2,2,0,1,1,1,5
1,8500,55,2,2,2,1,1,0,3
2,25000,900,1,2,1,1,2,0,3
2,13000,1000,1,2,2,1,1,1,2
1,6000,360,2,2,1,1,1,1,2
1,7000,450,2,2,0,1,1,1,4
2,22000,900,2,2,1,1,2,4,5
2,40000,1100,2,2,0,1,2,2,4
2,22000,700,2,2,0,1,2,0,2
1,4500,400,2,2,2,1,1,1,2
3,15000,950,2,2,2,1,2,0,3
2,23000,950,1,2,2,1,2,3,3
3,45000,1100,2,2,1,1,3,1,4
1,15000,497,1,2,2,1,1,3,4
3,13000,100,2,2,1,1,2,3,4
2,10000,70,2,2,1,1,2,1,4
2,10000,55,2,2,2,1,2,2,4
1,6500,300,2,2,2,1,1,4,5
1,7000,400,1,2,2,0,1,2,4
2,7000,500,2,2,1,1,2,2,4
4,17401,650,2,2,0,1,2,4,4
1,5500,630,2,2,0,1,1,0,2
1,20000,450,2,2,2,2,1,1,3
2,7000,500,2,2,1,1,1,1,2
2,13000,95,2,2,1,1,1,1,4
4,60000,272,1,2,0,0,3,0,4
2,17000,800,1,2,2,1,2,2,4
2,16000,50,2,2,2,1,2,2,4
1,9500,400,2,2,0,1,1,2,4
1,5000,450,2,2,2,1,1,0,3
3,27000,1800,1,2,1,1,3,2,4
3,29000,1800,1,2,1,1,3,2,4
3,29000,2000,1,2,1,1,3,1,4
4,37000,2700,1,2,1,1,4,2,3
4,36000,2700,1,2,1,1,3,2,3
3,35000,1800,1,2,1,0,3,4,4
4,42000,2700,1,2,1,0,4,2,4
3,37000,1800,1,2,1,1,3,1,4
3,30000,1800,1,2,1,1,3,2,3
3,20000,1200,2,2,1,1,2,2,3
1,8500,600,1,2,1,0,1,1,4
1,11000,350,2,2,0,1,1,2,5
2,14000,100,2,2,1,1,2,2,4
3,55000,1800,1,2,2,1,3,1,3
2,25000,900,1,2,1,0,2,3,4
3,20500,1150,1,2,2,1,2,3,4
4,28000,1400,1,2,1,1,2,2,4
1,5000,500,2,2,1,1,1,0,4
4,35000,300,1,2,1,1,3,2,4
3,30000,1800,1,2,1,1,3,2,4
1,10000,500,1,2,2,1,1,3,4
1,11000,500,2,2,2,1,1,0,4
2,17000,80,2,2,1,1,2,1,4
2,35000,1000,2,2,1,0,2,2,4
3,30000,1600,2,2,2,1,2,6,10
4,30000,1800,2,2,1,1,4,6,8
2,13000,400,1,2,1,1,2,0,4
2,13000,900,2,2,1,1,2,0,3
1,11000,480,1,2,2,1,1,4,5
1,13000,180,1,2,2,0,1,2,2
2,33000,1000,1,2,2,0,2,1,3
3,25000,1120,2,2,2,1,2,2,3
3,70000,1800,1,2,1,0,3,2,4
3,30000,1200,1,2,1,1,2,1,3
1,9000,550,2,2,1,1,1,1,4
2,14500,1400,2,2,2,0,1,3,4
3,50000,1600,1,2,1,0,2,2,4
1,20000,650,1,2,1,1,1,1,4
4,15000,120,2,2,0,1,4,0,2
2,7500,450,1,2,2,1,1,1,3
1,13500,520,2,2,0,1,1,0,4
1,14000,850,2,2,1,0,1,2,4
2,18000,850,1,2,1,0,2,1,4
2,14000,585,1,2,1,1,1,2,4
3,65000,1600,1,2,0,1,2,0,4
2,22000,950,2,2,2,1,2,2,5
1,4000,120,2,2,2,1,1,1,2
2,10000,500,2,2,1,1,1,3,3
1,7500,200,1,2,2,0,1,2,4
1,17000,550,2,2,1,1,1,2,4
1,18000,650,1,2,1,1,1,2,4
4,70000,2800,1,2,2,0,4,6,10
1,10000,50,2,2,0,1,1,3,4
2,15000,550,1,2,2,1,1,4,4
2,16500,90,2,2,1,1,2,4,5
3,100000,2925,2,2,1,1,3,1,4
1,7500,150,1,2,0,1,1,4,4
2,6000,450,2,2,2,1,1,1,3
2,18000,750,1,2,2,0,2,4,4
2,18000,975,2,2,1,1,1,0,3
3,8000,106,2,2,1,1,1,0,4
2,14000,750,2,2,0,1,2,4,6
2,11000,80,2,2,1,1,2,2,4
3,25000,96,2,2,2,1,2,2,5
1,9000,500,2,2,2,1,1,1,3
3,47000,1550,1,2,1,1,2,0,3
2,20000,1000,2,2,1,1,2,3,3
1,6000,400,2,2,2,1,1,2,4
1,5000,450,2,2,2,1,1,1,4
2,20000,1000,2,2,1,2,1,3,4
1,10000,450,2,2,2,1,1,2,4
3,15000,100,2,2,1,1,2,3,4
2,13500,550,1,2,1,1,2,2,4
1,5500,400,2,2,1,1,1,2,3
1,14000,60,2,2,0,1,1,1,5
4,18000,900,2,2,2,1,2,3,5
1,20000,700,2,2,1,1,1,1,5
2,9300,500,2,2,2,1,1,2,4
3,80000,2000,1,2,0,0,3,2,4
2,7500,400,1,2,1,0,1,2,3
3,30000,1500,1,2,2,0,2,1,4
2,13000,70,2,2,2,1,1,2,4
2,8500,60,2,2,2,1,2,2,4
3,44300,200,1,2,1,0,3,1,4
2,45000,1650,1,2,0,0,2,2,4
2,30000,1150,1,2,2,0,2,3,3
2,40000,1800,1,2,0,0,2,0,3
2,12000,900,2,2,2,1,1,1,2
2,13500,700,2,2,2,1,1,1,2
2,30000,900,2,2,2,1,2,2,4
1,9500,400,2,2,1,1,1,2,2
3,30000,2000,2,2,2,1,3,0,2
2,9000,450,2,2,2,1,1,1,3
2,13000,400,1,2,2,0,1,2,4
2,7000,500,2,2,1,1,1,1,5
1,18000,450,1,2,0,1,1,1,4
1,3500,350,2,2,2,1,1,1,3
4,65000,272,1,2,2,1,4,1,4
1,19000,545,2,2,0,1,1,2,3
2,23000,84,2,2,1,1,2,0,4
1,12000,600,2,2,0,1,1,2,4
2,15000,75,2,2,2,1,2,3,4
3,38000,165,1,2,1,0,2,2,4
3,50000,1100,1,2,2,0,3,1,4
1,6500,500,2,2,2,1,1,3,3
3,35000,150,1,2,1,0,3,1,3
2,15000,70,2,2,1,1,2,2,5
3,30000,250,2,2,1,1,2,1,2
2,10000,70,2,2,2,1,2,1,5
1,18000,300,1,2,1,0,1,3,4
3,30000,1800,1,2,1,0,3,1,4
1,16000,400,1,2,1,1,1,3,4
3,22000,1250,2,2,1,1,2,2,3
2,9000,480,2,2,1,1,1,1,4
2,20200,84,1,2,1,0,2,2,4
2,19500,84,1,2,1,0,2,2,4
2,21000,600,1,2,1,0,2,3,4
2,20000,600,1,2,1,0,2,0,4
2,13000,720,2,2,1,1,2,2,4
2,6500,75,1,2,2,1,1,1,1
3,25000,1000,2,2,2,1,2,1,4
2,20000,900,1,2,1,0,2,2,4
2,33000,2200,1,2,1,2,2,1,1
3,18000,900,1,2,1,1,1,0,4
1,13000,550,1,2,1,1,1,3,3
2,10000,450,2,2,0,1,1,4,5
2,10000,470,2,2,0,1,2,2,4
3,23000,125,2,2,1,1,2,3,4
1,20000,400,1,2,0,1,1,3,4
3,25000,1500,1,2,1,1,3,5,10
2,21000,80,2,2,1,1,1,3,4
3,30000,1100,1,2,1,1,2,3,3
2,22000,1000,2,2,1,1,2,4,5
2,14000,800,2,2,2,1,2,3,5
2,7000,50,2,2,0,1,1,2,5
2,18500,1000,2,2,1,1,2,2,5
1,8500,550,1,2,2,0,1,2,3
1,8000,450,1,2,2,0,1,0,4
2,10000,670,2,2,0,1,2,2,4
2,15000,700,2,2,1,1,1,1,3
3,37000,125,2,2,1,0,2,3,4
3,90000,1872,2,2,1,1,3,1,5
2,12000,650,1,2,2,1,1,2,4
2,13000,550,1,2,2,0,2,1,4
2,22000,84,1,2,1,0,2,0,4
1,4000,90,2,2,2,1,2,0,2
2,12000,1000,2,2,2,1,2,1,4
1,9000,65,2,2,2,1,1,3,4
2,14000,75,2,2,2,1,1,2,4
1,15000,250,1,2,0,0,1,0,4
2,12500,900,2,2,2,0,2,3,4
3,30000,900,1,2,1,0,3,3,4
2,9500,650,2,2,2,1,2,0,3
2,15000,900,2,2,1,1,2,4,5
1,12000,800,2,2,1,1,1,3,5
1,8000,410,1,2,2,0,1,2,4
3,70000,1500,2,2,0,1,3,2,3
3,31500,1800,1,2,1,0,2,2,4
2,30000,1400,1,2,1,0,2,0,4
3,60000,1600,2,2,1,1,3,3,4
3,35000,1200,1,2,1,0,2,3,4
3,55000,1150,1,2,2,1,3,2,4
2,20000,110,2,2,1,1,1,0,2
1,6500,300,2,2,0,1,1,3,3
2,17000,750,1,2,1,1,2,1,4
1,9300,450,1,2,1,0,1,1,4
2,7500,410,2,2,2,1,1,2,4
2,20000,800,2,2,0,1,1,2,5
3,18000,120,2,2,0,1,3,4,5
1,15000,650,1,2,0,0,1,2,4
2,13000,400,1,2,2,0,1,2,4
2,20000,810,2,2,1,1,2,3,3
3,12000,700,2,2,0,1,2,1,3
2,40000,1125,2,2,0,1,2,0,2
2,8000,600,2,2,2,1,2,4,5
3,95000,1300,1,2,0,0,3,1,4
3,68000,1450,1,2,1,1,3,2,4
3,18000,110,2,2,2,1,2,1,5
3,75000,2500,1,2,1,0,4,1,3
1,10000,240,2,2,1,0,1,4,5
3,24000,1250,1,2,2,0,2,2,4
3,28000,1000,2,2,1,1,2,2,5
3,28000,900,1,2,2,0,2,2,4
2,18000,900,1,2,1,1,2,0,4
3,27000,1250,1,2,2,1,3,3,4
2,17000,650,1,2,2,1,2,2,4
2,25000,900,2,2,1,1,1,2,3
3,16500,1250,1,2,2,0,2,2,4
2,14000,60,1,2,1,0,2,3,3
2,18000,90,2,2,2,1,2,3,4
